,Unnamed: 0,Gender,TypeofDisability,castecategory,Religion,Candidate State,Candidate District,PartnerName,TC State,TC District,TC Constituency,TC Name,SectorName,JobRole,TotalCandidatesinBatch,agegroup,EducationLevel,placed
1553,22699,1,1,3,3,5,101,36,5,190,334,5618,3,9,1,2,3,1.0
1554,20386,2,1,3,1,15,426,30,15,418,386,3668,3,38,1,2,3,1.0
1555,29379,1,1,4,1,15,223,206,15,221,214,4910,1,24,1,4,3,0.0
1556,132911,1,1,1,3,1,65,14,1,64,66,2112,1,24,5,6,2,1.0
1557,115042,1,1,4,1,2,537,19,2,369,336,704,6,81,1,2,3,1.0
1558,44924,2,1,3,5,11,295,130,11,295,279,1614,5,5,1,2,2,1.0
1559,9626,1,2,3,1,6,79,766,6,77,78,3941,13,7,1,5,2,1.0
1560,59817,1,1,1,3,11,295,130,11,295,279,895,25,87,2,2,3,0.0
1561,77089,2,1,1,3,19,390,361,19,361,93,6390,3,9,1,3,3,1.0
1562,136041,2,1,3,4,21,130,623,21,127,325,4296,21,217,1,5,3,1.0
1563,9321,2,1,1,3,5,142,1273,5,139,135,3875,3,9,1,3,3,1.0
1564,100966,1,1,1,1,9,70,167,9,69,70,550,1,1,1,1,2,1.0
1565,15264,2,1,3,3,5,294,96,5,279,266,3309,3,9,1,3,3,0.0
1566,95366,2,1,4,7,15,485,87,15,477,429,1222,3,38,2,3,3,1.0
1567,13781,1,1,1,3,3,69,153,3,68,9,4645,1,1,1,5,2,0.0
1568,112823,1,1,4,3,6,25,156,6,25,50,681,12,17,2,3,3,1.0
1569,19136,1,1,3,1,19,297,67,19,296,93,141,7,11,1,4,2,1.0
1570,81620,1,1,4,4,15,195,1310,15,192,186,4023,3,9,1,4,3,1.0
1571,99944,1,1,3,3,6,79,291,6,77,78,2419,7,10,1,4,2,1.0
1572,17383,2,1,1,5,5,346,288,5,344,321,603,4,4,1,2,3,0.0
1573,137979,1,1,3,1,5,144,485,5,142,138,1308,3,9,1,1,3,1.0
1574,71800,2,1,1,3,1,450,136,1,535,406,1998,5,5,1,3,2,0.0
1575,99042,1,1,4,1,9,203,42,9,200,193,283,25,87,1,2,3,1.0
1576,124535,1,1,1,3,5,193,564,5,367,342,6972,3,45,1,3,3,1.0
1577,121433,1,1,1,1,5,109,67,5,107,104,141,8,28,2,4,2,1.0
1578,126216,2,1,1,5,23,204,192,22,201,511,5214,5,5,1,2,2,0.0
1579,98952,1,1,4,1,15,110,316,15,101,98,1620,1,54,1,7,2,0.0
1580,12133,2,1,1,3,11,370,21,11,300,284,3553,19,101,1,2,3,0.0
1581,46539,1,1,3,1,5,118,45,5,115,240,893,17,31,1,3,3,1.0
1582,39453,1,1,3,5,8,16,91,8,16,16,1348,30,133,1,4,2,1.0
1583,131780,2,1,1,3,6,22,1120,6,22,22,3305,3,19,1,3,2,0.0
1584,114388,2,1,1,1,8,433,65,8,423,275,959,6,6,1,2,2,1.0
1585,39307,1,1,1,3,5,109,421,15,93,45,1028,7,10,1,5,3,0.0
1586,140602,1,1,3,3,8,339,335,8,231,222,4090,3,44,1,3,3,1.0
1587,71868,2,1,1,3,22,238,19,25,241,229,604,6,41,1,3,4,0.0
1588,4220,2,1,1,1,3,78,49,3,76,6,519,3,19,1,1,2,0.0
1589,107534,2,1,4,3,21,384,87,21,378,352,740,3,38,1,2,2,0.0
1590,108564,2,1,3,3,9,250,19,9,252,241,1335,3,45,1,6,3,1.0
1591,65467,2,1,1,3,5,39,11,5,321,303,1244,9,13,1,4,3,1.0
1592,127022,2,1,1,5,21,146,142,21,567,403,5631,6,55,1,3,3,1.0
1593,116861,1,1,3,5,20,61,1248,20,61,62,3775,3,9,1,3,3,1.0
1594,2638,2,1,1,1,5,115,396,5,112,442,779,5,22,1,2,2,0.0
1595,144867,1,1,4,4,15,344,209,15,223,216,325,11,79,1,4,2,1.0
1596,36768,2,1,1,3,23,204,192,22,201,195,2630,3,9,3,3,3,1.0
1597,123086,2,1,3,3,20,266,45,20,238,107,347,9,35,8,3,3,1.0
1598,55986,2,1,3,3,13,34,246,13,34,103,410,3,45,1,4,3,0.0
1599,103479,1,1,4,1,5,573,11,5,289,274,453,1,24,1,1,2,0.0
1600,130573,2,1,4,3,5,43,283,12,169,163,533,3,19,1,3,2,0.0
1601,101468,1,1,3,4,21,146,1145,21,144,124,3393,7,11,8,6,5,1.0
1602,144486,1,1,3,3,13,122,45,13,82,220,1793,17,31,1,2,3,1.0
1603,92454,1,1,1,3,5,39,11,5,321,303,1244,1,1,1,3,3,0.0
1604,14429,1,1,3,3,5,31,622,5,31,31,1440,1,8,1,3,2,0.0
1605,135243,2,1,1,3,8,149,1104,8,147,142,3240,10,143,1,4,2,1.0
1606,140777,1,1,1,3,4,420,5,4,413,382,5,1,1,1,7,6,0.0
1607,27310,2,1,3,5,17,378,390,17,374,347,1799,5,42,1,3,3,0.0
1608,125502,2,1,1,1,8,74,11,8,72,74,470,4,4,1,2,2,1.0
1609,105049,1,1,4,3,4,526,1423,4,519,460,4419,1,1,1,3,4,0.0
1610,21928,1,1,1,3,8,449,145,8,443,33,4596,3,9,1,3,2,1.0
1611,42269,1,1,4,3,7,366,74,7,235,225,1932,7,10,1,3,3,0.0
1612,82245,2,1,3,3,21,458,623,21,452,411,5221,6,6,9,5,3,1.0
1613,109147,2,1,3,5,5,157,381,5,155,150,747,3,9,1,2,5,0.0
1614,35804,1,1,3,3,22,154,1,25,152,147,3441,5,5,1,2,3,0.0
1615,108093,1,1,1,3,8,206,278,8,203,196,528,3,45,9,3,3,0.0
1616,33494,2,1,3,3,8,339,71,8,422,222,2011,3,19,1,5,2,1.0
1617,1931,1,1,2,3,21,511,268,21,497,448,1407,10,18,1,7,1,0.0
1618,74315,1,1,3,1,9,70,143,9,69,70,3674,8,28,1,2,2,0.0
1619,101175,1,1,3,7,15,173,101,15,170,429,1254,1,1,1,6,3,0.0
1620,123842,2,1,1,3,3,442,4,3,529,64,1820,5,66,1,4,3,1.0
1621,18669,2,1,1,1,5,221,44,5,412,119,885,15,32,1,3,2,0.0
1622,73067,1,1,3,3,3,124,1212,3,120,230,4427,6,6,1,3,3,1.0
1623,1850,1,1,3,1,3,41,44,3,41,41,1362,5,5,1,2,3,1.0
1624,9810,1,1,1,3,5,171,216,20,238,107,3982,7,10,1,7,5,1.0
1625,68662,1,1,3,3,14,200,54,14,196,189,272,3,3,1,4,3,0.0
1626,82396,1,1,3,1,3,3,59,3,3,3,762,7,10,1,2,2,1.0
1627,135313,2,1,4,3,21,139,123,21,136,131,176,9,36,1,4,3,1.0
1628,136598,1,1,4,1,15,344,206,15,223,216,1124,8,89,1,4,2,1.0
1629,10113,2,1,3,5,20,316,538,20,302,62,2884,5,5,1,4,3,1.0
1630,293,2,1,1,3,5,56,188,5,103,191,279,3,9,1,3,5,0.0
1631,27449,1,1,3,7,15,282,1054,15,491,429,5967,27,83,1,3,3,0.0
1632,91041,2,1,1,1,18,251,548,18,253,242,7011,4,132,1,3,3,1.0
1633,129143,1,1,4,3,21,384,755,21,378,352,1914,1,1,6,4,2,0.0
1634,647,1,1,1,3,3,52,66,3,53,53,580,3,9,1,3,3,0.0
1635,115153,2,1,1,3,5,247,64,5,250,151,1423,9,36,1,2,3,1.0
1636,22112,2,1,4,1,8,149,38,8,147,142,591,5,48,1,2,2,1.0
1637,9346,1,2,3,1,8,16,619,8,16,16,3881,13,6,1,7,2,1.0
1638,41797,1,1,3,4,12,321,833,12,23,23,2163,9,43,1,3,3,0.0
1639,98631,2,1,1,3,5,281,64,5,278,265,430,9,36,1,3,3,0.0
1640,66082,1,1,3,3,9,250,19,9,252,499,2148,11,79,1,3,3,1.0
1641,39415,1,1,3,5,8,276,91,8,269,258,1343,27,126,1,2,2,1.0
1642,15172,2,1,3,4,12,97,23,12,57,23,4818,3,9,1,3,3,1.0
1643,62223,2,1,1,7,15,173,101,15,170,429,1254,3,9,1,4,3,0.0
1644,104472,2,1,1,3,5,352,45,5,349,326,619,19,40,1,3,2,0.0
1645,94309,1,1,3,3,28,217,44,28,215,208,2645,1,1,5,5,2,1.0
1646,18722,2,1,1,3,22,154,136,25,152,147,1777,5,5,1,3,2,0.0
1647,121198,2,1,1,1,17,340,11,8,275,60,421,4,4,1,1,2,1.0
1648,17663,1,1,3,4,17,303,135,17,305,288,1724,1,59,1,3,3,1.0
1649,22254,1,1,1,3,3,6,401,3,6,6,787,3,9,1,4,3,1.0
1650,117293,1,1,4,4,3,6,436,3,6,6,4249,1,1,1,3,2,0.0
1651,86192,2,1,1,3,6,8,33,6,8,8,2510,4,7,2,4,3,1.0
1652,81940,1,1,1,3,15,105,1523,5,190,334,4729,7,62,1,5,3,1.0
1653,9263,1,1,3,3,12,97,67,12,23,23,72,1,1,1,3,2,0.0
1654,78345,1,1,1,1,11,578,135,11,270,260,407,9,21,1,3,3,0.0
1655,132130,2,1,3,4,23,248,84,22,251,239,369,4,7,1,4,4,0.0
1656,146781,2,1,4,3,8,315,1541,8,209,157,4800,5,5,1,4,3,0.0
1657,60787,1,1,3,4,3,35,787,3,35,35,2003,3,20,2,2,2,0.0
1658,65948,2,1,3,4,5,215,38,5,212,205,308,3,9,1,3,3,1.0
1659,27829,2,1,1,3,6,332,643,6,330,310,4386,1,103,1,4,2,1.0
1660,96982,2,1,3,1,5,42,122,5,43,42,2638,15,32,1,3,2,1.0
1661,92752,2,1,1,3,5,346,1568,5,344,321,4892,3,20,1,4,3,0.0
1662,101898,1,1,1,3,5,171,67,5,39,162,223,5,42,1,3,3,0.0
1663,40282,1,1,3,3,24,519,19,23,503,451,1454,3,45,6,3,4,1.0
1664,131308,2,1,1,3,6,8,633,6,8,8,7397,9,49,1,1,2,1.0
1665,98975,2,1,3,4,5,352,45,5,349,326,619,19,40,1,3,3,0.0
1666,148080,1,1,3,3,5,56,130,5,103,191,572,7,10,1,4,2,0.0
1667,11757,1,1,1,3,6,8,33,6,8,8,2125,3,9,6,2,2,1.0
1668,13096,2,1,4,3,5,359,485,5,359,333,4554,3,9,1,2,3,0.0
1669,109711,1,1,3,3,9,568,242,9,75,154,3304,3,45,14,4,5,1.0
1670,131089,1,1,3,3,8,326,115,8,202,33,554,12,17,1,2,3,1.0
1671,40471,1,1,3,3,4,347,5,4,413,382,5,1,1,1,4,3,0.0
1672,68487,2,1,1,1,11,93,45,11,498,145,1429,19,46,1,2,2,1.0
1673,23143,2,1,3,4,5,285,485,5,284,138,1308,25,73,2,4,5,1.0
1674,96815,1,1,3,5,13,76,54,13,74,180,257,6,6,1,4,3,1.0
1675,2883,2,1,1,7,15,207,749,15,239,186,1891,24,67,1,4,2,1.0
1676,50268,2,1,3,3,5,58,678,5,58,91,1666,3,9,1,3,3,0.0
1677,29113,1,1,3,3,3,278,87,3,276,35,658,5,48,1,3,3,0.0
1678,114263,1,1,3,4,14,311,26,14,312,348,2850,4,4,1,4,5,1.0
1679,91255,2,1,1,3,11,431,944,11,604,273,2580,4,7,6,3,3,1.0
1680,123282,1,1,3,1,12,265,521,12,169,163,1050,1,1,1,1,2,0.0
1681,68253,1,1,1,3,4,185,178,4,183,176,254,31,173,1,4,3,0.0
1682,140129,1,1,4,7,15,314,108,15,317,268,1516,4,4,3,2,3,1.0
1683,142403,2,1,2,3,1,182,14,1,484,73,1353,6,41,14,2,2,1.0
1684,89103,1,1,3,3,5,151,335,5,149,144,3727,4,7,1,2,2,1.0
1685,16793,2,4,3,3,3,52,469,3,90,64,1284,13,6,1,5,2,1.0
1686,107008,1,1,2,2,32,468,1022,32,459,355,3517,2,15,1,4,3,1.0
1687,62188,1,1,1,3,1,280,1029,1,341,317,2922,11,69,1,2,3,1.0
1688,26846,1,1,3,3,19,60,67,19,60,61,1159,8,28,1,5,2,1.0
1689,18556,1,1,1,5,8,16,91,8,16,16,1348,30,133,1,3,2,0.0
1690,11816,1,1,3,3,18,129,59,18,125,122,161,9,35,1,5,5,0.0
1691,86408,1,1,3,3,22,138,904,25,135,341,3753,1,8,1,2,2,0.0
1692,142613,2,1,3,1,3,78,49,3,6,6,846,9,36,1,3,3,1.0
1693,81691,2,1,1,5,3,133,4,3,130,64,425,9,21,1,4,3,1.0
1694,128143,2,1,1,3,5,345,1005,5,343,320,2812,17,31,1,2,3,1.0
1695,71443,1,1,3,5,20,543,460,20,371,62,5407,5,77,1,2,2,1.0
1696,71707,1,1,3,3,3,124,2221,3,120,230,7193,11,30,1,2,3,1.0
1697,47246,2,1,3,1,11,440,1583,11,138,134,4950,12,17,1,2,3,1.0
1698,83901,2,1,3,5,5,57,61,5,56,57,65,4,7,1,2,3,1.0
1699,65718,1,1,1,1,22,121,1,1,188,182,345,4,4,1,2,3,1.0
1700,26633,2,1,3,1,8,418,776,8,269,258,4703,6,6,1,3,3,1.0
1701,37957,2,1,1,3,2,422,300,2,369,336,1739,3,44,1,3,2,1.0
1702,60717,1,1,4,1,5,377,67,5,373,345,141,8,28,2,4,2,1.0
1703,132648,2,1,3,3,5,58,737,5,58,59,1854,4,7,1,3,5,1.0
1704,42358,1,1,3,3,13,189,59,13,187,82,365,9,35,1,3,3,0.0
1705,28053,1,1,1,3,5,118,291,5,115,240,6009,1,1,6,3,3,0.0
1706,147415,1,1,3,3,13,122,54,13,118,295,6226,6,6,6,2,3,1.0
1707,9403,2,1,3,4,24,148,19,23,146,285,485,3,45,3,3,4,1.0
1708,148282,1,1,4,3,8,407,224,8,91,157,849,4,70,1,3,3,0.0
1709,108931,2,1,3,3,13,26,74,13,26,481,4926,4,4,1,3,2,0.0
1710,55021,1,1,3,1,13,84,59,13,187,82,365,2,2,1,2,3,1.0
1711,52513,2,1,1,3,5,66,73,5,65,67,606,11,30,1,3,5,0.0
1712,119799,1,1,4,3,5,136,1829,5,133,128,5946,1,1,3,5,2,1.0
1713,104509,2,1,3,1,17,474,1688,17,466,221,5381,3,20,1,2,3,1.0
1714,81176,2,1,3,3,3,35,67,3,35,35,2525,3,9,1,4,3,0.0
1715,122435,2,1,3,3,6,83,633,6,81,192,1491,9,49,1,4,2,1.0
1716,114068,1,1,4,1,3,35,428,3,35,35,863,4,70,1,1,2,0.0
1717,108288,2,1,4,3,6,83,67,6,81,22,141,10,25,1,3,3,0.0
1718,75273,2,1,3,3,8,16,363,8,91,89,4785,3,9,1,5,3,1.0
1719,142694,2,1,3,3,8,106,712,8,102,99,1761,3,9,1,3,3,1.0
1720,146233,1,1,3,4,22,119,136,25,116,259,406,5,5,1,5,3,0.0
1721,106136,1,1,1,3,14,196,54,14,193,187,266,9,36,1,2,3,0.0
1722,85790,1,1,3,1,7,13,30,7,13,13,721,2,110,1,3,2,0.0
1723,140989,1,1,3,8,8,36,831,8,147,142,2161,3,9,1,4,5,1.0
1724,25915,1,1,3,1,16,219,135,16,487,210,1274,7,11,1,3,3,1.0
1725,125816,1,1,1,3,6,140,471,6,137,246,989,7,62,1,3,2,0.0
1726,35510,2,1,3,3,24,323,19,23,324,370,840,3,3,1,2,4,1.0
1727,56740,1,1,1,3,9,18,437,9,18,18,2175,3,9,1,4,3,1.0
1728,56608,2,1,1,4,8,16,331,8,16,16,4709,22,57,1,4,5,0.0
1729,15701,2,1,3,1,11,244,203,11,246,236,4722,5,22,1,2,3,1.0
1730,141541,1,1,3,3,4,185,178,4,183,176,254,7,11,1,5,3,0.0
1731,133410,2,1,1,1,8,339,11,8,337,204,588,9,13,1,4,3,1.0
1732,141477,2,1,1,3,8,230,45,8,203,196,993,12,17,1,4,3,0.0
1733,61753,2,1,1,1,24,486,87,23,481,501,2201,6,41,1,2,4,1.0
1734,23943,1,1,1,3,1,190,136,1,188,182,1022,3,20,2,3,3,0.0
1735,74859,2,1,1,5,3,531,643,3,130,64,3534,12,17,1,3,2,1.0
1736,1642,1,1,1,3,8,91,472,8,89,275,1245,4,70,1,4,2,0.0
1737,38134,1,1,3,7,20,113,45,20,110,174,6268,17,31,9,3,2,1.0
1738,40368,1,1,2,1,9,507,38,9,493,445,2202,5,80,1,3,3,1.0
1739,102288,2,1,3,3,8,587,11,8,275,60,421,9,36,1,2,3,0.0
1740,3554,2,1,1,3,5,126,122,7,235,225,2182,4,4,2,3,2,1.0
1741,70313,2,1,1,3,22,174,81,1,64,66,3248,15,82,1,3,3,0.0
1742,121142,2,1,1,5,11,244,1347,11,246,236,4143,4,4,1,2,5,1.0
1743,46606,1,3,1,3,4,143,140,4,294,264,512,13,176,1,7,3,1.0
1744,96817,1,1,2,3,8,94,1624,8,162,157,5111,1,1,1,5,2,1.0
1745,13534,1,1,1,5,20,283,787,20,282,110,4618,1,1,1,3,2,1.0
1746,84293,1,1,3,3,6,561,1304,6,551,310,4004,12,17,1,3,3,1.0
1747,56464,1,1,3,3,4,132,346,4,129,125,662,7,10,1,3,5,0.0
1748,81907,2,1,3,3,12,161,973,12,174,201,2692,5,5,1,3,3,0.0
1749,72242,2,1,3,5,20,283,59,20,282,110,2026,3,9,1,3,3,1.0
1750,99315,1,1,3,1,9,292,393,9,292,277,3183,11,30,1,1,2,1.0
1751,3295,2,1,3,3,9,232,19,9,299,283,2014,6,55,1,2,3,1.0
1752,78715,2,2,4,3,4,143,140,4,273,465,512,13,68,1,4,3,1.0
1753,137236,1,1,3,7,15,195,132,15,192,186,171,1,8,2,3,2,0.0
1754,29274,2,1,1,3,6,8,33,6,8,8,2830,5,42,1,3,3,1.0
1755,94859,2,1,4,3,11,431,21,11,604,273,4499,12,17,1,4,3,0.0
1756,18940,2,1,3,3,9,232,19,9,299,283,476,6,81,2,2,5,1.0
1757,39498,2,1,1,3,16,405,89,16,264,255,837,3,9,6,4,3,1.0
1758,13693,1,1,1,3,15,207,156,15,239,186,4438,1,24,1,6,2,0.0
1759,69251,1,1,1,5,8,276,1154,8,269,258,3423,3,9,1,3,3,0.0
1760,7399,1,1,1,3,6,25,1158,6,25,25,3433,10,25,1,3,2,1.0
1761,18801,1,1,3,3,3,169,1666,3,167,3,5261,4,7,1,3,3,1.0
1762,30302,2,1,1,3,5,142,291,5,139,135,609,3,9,3,2,3,0.0
1763,90083,2,1,1,1,8,149,38,8,147,142,591,5,80,1,2,3,1.0
1764,125647,1,1,1,3,5,187,1069,5,185,178,5098,12,17,1,2,2,1.0
1765,140410,2,1,3,3,12,192,67,12,49,90,109,5,42,1,3,3,0.0
1766,117529,2,1,3,1,3,357,87,3,357,35,1378,4,7,1,1,2,0.0
1767,6581,1,1,1,3,6,8,1097,6,8,8,3216,3,9,1,2,3,1.0
1768,115492,2,1,3,3,11,578,135,11,270,260,407,9,36,2,4,5,0.0
1769,78640,1,1,1,5,8,149,265,8,147,142,2980,1,1,1,5,2,0.0
1770,131890,1,1,3,3,3,52,2338,3,53,53,7607,6,6,1,3,2,1.0
1771,139115,2,1,3,3,5,152,340,5,65,67,1157,4,7,1,3,5,0.0
1772,113864,2,1,3,3,21,458,623,21,452,411,5221,6,6,9,2,3,1.0
1773,102169,2,1,1,3,14,487,247,14,478,187,1550,4,7,1,3,2,1.0
1774,35565,1,1,1,4,5,31,354,5,31,31,679,1,1,1,3,2,1.0
1775,93831,1,1,3,3,24,519,19,23,503,451,1454,4,7,6,2,5,0.0
1776,104062,2,1,1,3,8,498,731,8,593,127,1835,10,105,2,1,2,1.0
1777,116665,2,1,1,1,5,213,61,5,210,203,302,4,7,3,2,2,1.0
1778,34585,2,1,1,1,22,427,87,25,428,392,2033,14,27,1,6,2,1.0
1779,78943,1,1,3,3,24,586,38,23,579,451,2160,4,4,1,2,3,0.0
1780,91976,1,1,2,1,32,613,89,32,611,338,786,3,9,1,3,3,1.0
1781,97384,2,1,3,4,22,153,149,25,151,243,752,9,35,1,6,5,1.0
1782,135903,2,1,3,5,18,423,321,18,125,206,616,3,45,2,3,3,1.0
1783,71476,2,1,3,3,22,154,127,25,152,173,247,9,35,1,2,3,1.0
1784,102,1,1,1,1,8,88,88,8,86,85,102,5,42,1,1,3,1.0
1785,95162,2,1,3,3,2,362,473,2,369,336,4030,12,17,1,2,2,0.0
1786,135192,1,1,3,4,8,339,11,8,337,204,588,1,24,1,2,2,0.0
1787,127372,1,1,3,3,8,270,90,8,231,222,750,8,28,1,5,3,1.0
1788,96398,1,1,3,3,12,172,23,12,57,23,823,1,1,1,3,2,0.0
1789,125116,2,1,3,1,9,218,114,9,75,331,636,3,9,1,2,3,0.0
1790,95953,1,1,1,3,8,16,91,8,16,16,1348,27,146,1,3,2,0.0
1791,27336,1,1,4,3,4,514,219,4,352,328,1533,7,10,1,4,2,0.0
1792,59080,1,1,3,4,4,367,140,4,365,176,3948,1,1,1,3,3,0.0
1793,95639,2,1,3,3,12,161,23,12,268,201,1117,3,9,1,3,3,0.0
1794,8685,2,1,4,1,5,475,30,5,467,419,1158,3,38,1,3,3,1.0
1795,81179,2,1,4,7,15,173,87,15,170,98,225,14,27,9,3,2,1.0
1796,124094,2,1,3,5,18,551,534,18,543,475,1177,3,20,1,4,2,1.0
1797,41674,2,1,3,1,5,101,11,5,190,334,907,22,57,1,3,4,1.0
1798,67316,1,1,1,1,8,477,65,8,469,423,1844,10,65,1,1,2,1.0
1799,51208,1,1,1,3,21,522,260,21,521,462,4037,3,9,1,5,3,0.0
1800,20803,2,1,3,3,11,183,114,11,181,145,1429,3,9,1,2,3,1.0
1801,62621,2,1,3,3,9,77,892,9,75,77,2365,11,30,2,5,5,0.0
1802,75404,1,1,1,3,11,370,21,11,300,284,3706,3,9,1,4,3,1.0
1803,18318,2,1,4,3,5,409,1530,20,110,174,4748,7,52,1,2,2,1.0
1804,78274,2,1,4,3,18,338,534,18,336,206,1177,3,45,2,3,3,1.0
1805,71736,1,1,1,1,4,312,178,4,313,297,1509,8,89,1,5,3,0.0
1806,76370,1,1,3,4,12,161,23,12,174,201,823,5,5,1,3,3,0.0
1807,122542,1,1,3,3,20,202,399,20,199,174,2224,4,70,1,4,2,0.0
1808,137990,1,1,1,4,15,105,101,15,100,98,124,6,41,1,3,3,1.0
1809,53991,1,1,3,3,5,101,341,5,190,184,1001,9,43,1,3,3,1.0
1810,105352,1,1,3,3,3,3,153,3,3,3,3998,1,1,1,3,2,0.0
1811,113677,1,1,3,3,5,151,132,5,149,144,171,7,10,1,5,2,0.0
1812,31435,1,1,4,7,15,314,519,15,317,268,1129,7,52,1,3,2,0.0
1813,103112,1,1,1,3,8,90,208,8,88,87,324,26,78,1,3,3,0.0
1814,19219,2,1,1,3,6,574,45,6,564,17,3041,9,13,1,4,3,1.0
1815,44204,1,1,3,1,8,33,34,8,33,33,35,6,6,1,3,3,1.0
1816,49646,1,1,4,3,8,326,193,8,202,33,286,1,1,1,4,2,0.0
1817,4149,2,1,1,3,24,502,109,23,456,105,1345,3,9,6,3,3,1.0
1818,117762,2,1,1,3,11,328,54,11,464,417,4284,2,15,1,2,3,1.0
1819,111228,2,1,3,3,8,36,341,8,36,36,935,3,39,2,3,3,0.0
1820,136707,2,1,3,4,6,25,280,6,25,50,2674,4,7,1,3,3,1.0
1821,126182,2,1,3,1,6,25,25,6,25,25,25,3,19,4,1,3,1.0
1822,53191,1,1,3,3,14,513,54,14,455,414,1632,1,1,1,3,3,0.0
1823,36670,2,1,3,5,18,508,850,18,494,118,3922,6,6,17,3,3,1.0
1824,116558,1,1,1,3,4,185,1793,4,345,488,5804,32,149,7,2,2,1.0
1825,17957,2,1,3,3,14,374,449,14,325,309,931,24,67,1,3,2,1.0
1826,25500,2,1,1,3,6,131,490,6,128,50,1047,3,19,1,3,3,1.0
1827,89896,2,1,1,3,11,341,135,11,339,315,593,23,63,1,3,3,1.0
1828,37456,1,1,2,3,14,311,929,14,312,348,3746,3,9,1,4,3,0.0
1829,15639,1,1,1,3,5,120,77,5,117,91,4876,1,1,1,2,3,0.0
1830,80354,1,1,3,3,3,304,59,3,306,54,1054,11,30,1,3,5,0.0
1831,37719,2,1,3,1,6,145,30,6,520,422,2905,3,19,6,3,2,1.0
1832,120393,2,1,4,3,13,123,300,13,331,311,571,3,9,1,3,4,1.0
1833,143052,2,1,1,3,23,555,213,22,547,480,2863,3,20,1,3,2,0.0
1834,64400,1,1,2,3,21,491,803,21,483,262,4384,1,24,2,3,2,1.0
1835,99095,2,1,4,3,1,428,151,1,64,66,2934,5,42,1,4,3,1.0
1836,39541,1,1,1,3,5,171,39,5,39,39,40,3,45,1,3,3,1.0
1837,93687,2,1,3,5,11,547,422,11,246,236,852,21,53,6,2,3,1.0
1838,10012,1,2,1,1,6,8,165,6,8,8,230,13,36,1,5,3,1.0
1839,85028,2,1,3,3,6,47,8,6,48,47,1092,3,9,1,2,3,0.0
1840,136515,1,1,1,1,1,65,14,1,64,66,2112,7,47,1,2,2,1.0
1841,116880,1,1,3,3,19,317,270,19,318,300,5086,1,1,1,3,3,1.0
1842,113221,1,1,2,1,21,465,68,21,457,503,2282,5,42,1,2,3,1.0
1843,95836,1,1,3,1,18,551,308,18,543,475,587,6,6,1,3,3,1.0
1844,110588,1,1,3,3,15,45,489,15,46,45,3344,7,10,1,3,3,1.0
1845,8384,1,1,3,5,20,301,274,20,302,62,3663,3,39,1,3,5,0.0
1846,108223,2,1,1,3,6,83,190,6,81,192,281,3,9,1,3,2,0.0
1847,129091,2,1,3,3,28,217,681,28,215,208,5993,6,6,1,4,3,1.0
1848,10171,2,1,1,3,5,39,11,5,321,303,1244,24,67,1,4,3,1.0
1849,79832,1,1,4,1,5,109,67,5,107,104,141,1,54,1,4,3,1.0
1850,132694,1,1,1,3,5,75,61,5,73,75,89,4,7,1,2,3,1.0
1851,125854,1,1,3,3,15,45,317,15,46,45,611,16,97,1,7,2,0.0
1852,98924,2,1,1,1,8,59,11,8,275,60,421,9,13,1,2,3,0.0
1853,90986,1,1,1,5,2,563,19,2,577,336,2132,4,7,1,2,3,0.0
1854,19314,1,1,1,1,5,409,67,5,405,441,141,8,28,1,2,2,1.0
1855,36257,2,1,3,3,14,241,247,14,243,233,125,20,51,1,2,2,1.0
1856,55285,2,1,3,1,3,357,87,3,357,35,1378,5,48,1,2,2,0.0
1857,24053,2,1,3,4,12,161,130,12,174,201,1818,3,9,1,2,3,1.0
1858,127960,2,1,1,3,5,359,618,5,359,333,2730,18,108,1,2,2,1.0
1859,132913,1,1,3,3,23,555,602,22,547,494,2528,1,1,1,7,2,0.0
1860,1112,1,1,1,1,8,276,49,8,269,258,423,4,7,1,2,2,1.0
1861,17052,2,1,3,3,4,143,19,4,352,328,624,6,81,2,3,3,1.0
1862,80810,2,1,2,3,21,269,245,21,271,262,409,20,109,6,2,2,1.0
1863,140171,1,1,3,3,13,122,59,13,118,115,150,1,24,1,4,2,0.0
1864,85057,2,1,3,4,5,193,142,5,367,342,682,5,5,3,4,3,0.0
1865,9199,1,1,3,1,18,508,308,18,121,263,587,4,132,1,3,3,1.0
1866,125728,2,1,1,3,21,99,316,21,392,361,2590,3,45,1,4,2,0.0
1867,73895,2,1,1,3,1,280,136,1,111,108,1469,5,5,1,3,3,1.0
1868,37591,1,1,1,3,6,140,654,6,137,133,1586,3,38,1,3,3,1.0
1869,50177,1,1,3,3,12,161,413,12,268,48,829,5,5,5,2,5,0.0
1870,95018,2,1,1,3,5,259,469,5,179,171,7411,3,45,6,3,3,1.0
1871,125796,2,1,1,3,8,339,11,8,337,204,588,9,13,1,2,3,0.0
1872,12,1,1,1,5,7,13,13,7,13,13,13,7,11,1,4,2,0.0
1873,83082,1,1,3,4,8,343,65,8,342,318,1319,6,6,1,3,2,0.0
1874,134317,1,1,1,3,6,104,612,6,382,25,1411,1,1,1,3,3,0.0
1875,43800,1,3,3,1,12,97,586,12,57,30,6718,13,103,1,3,3,1.0
1876,744,1,1,1,3,5,359,341,5,359,333,652,17,31,1,3,3,1.0
1877,75897,2,1,1,3,5,285,207,5,284,158,6513,3,9,1,3,3,1.0
