,Unnamed: 0,Gender,TypeofDisability,castecategory,Religion,Candidate State,Candidate District,PartnerName,TC State,TC District,TC Constituency,TC Name,SectorName,JobRole,TotalCandidatesinBatch,Result,Certified,agegroup,EducationLevel,placed
2267,149681,1,1,3,3,22,138,87,25,135,130,1542,2,60,1,1,1,5,3,0.0
2268,103515,1,1,1,3,13,176,26,13,176,167,2324,10,18,1,1,1,3,5,0.0
2269,76232,1,1,3,1,5,346,11,5,344,321,1185,1,1,1,2,2,4,2,1.0
2270,111640,1,1,3,4,1,65,36,1,64,66,5191,2,15,1,1,1,3,3,0.0
2271,116182,1,1,3,7,15,254,432,15,257,248,4608,1,1,3,1,1,6,3,0.0
2272,31354,2,1,3,4,9,218,1906,5,254,244,4787,25,73,1,1,1,2,3,1.0
2273,98139,1,1,4,1,5,168,45,5,166,160,1613,9,21,1,3,2,3,3,1.0
2274,71163,2,1,4,3,8,80,434,8,78,79,5630,4,4,8,1,1,1,3,0.0
2275,32385,2,1,4,2,22,153,212,25,151,243,1519,3,9,1,1,1,3,3,0.0
2276,143716,2,1,3,3,3,62,59,3,398,230,808,2,2,1,1,1,3,2,0.0
2277,105868,2,1,1,7,15,105,266,15,100,98,2495,5,5,1,1,1,4,3,1.0
2278,37686,2,1,1,1,6,79,61,6,77,78,473,4,70,1,3,2,2,2,1.0
2279,127165,1,1,1,1,8,499,65,8,290,275,1330,1,1,1,1,1,6,3,1.0
2280,118680,1,1,4,3,5,71,45,5,70,71,3086,1,24,1,1,1,2,2,0.0
2281,91882,1,1,3,5,13,122,23,13,118,197,3444,11,30,1,1,1,3,2,1.0
2282,70222,1,1,4,3,7,571,45,7,561,232,5962,9,35,1,4,2,5,5,1.0
2283,62199,1,1,3,1,10,633,297,10,629,444,3231,7,47,1,1,1,2,2,0.0
2284,3723,1,1,1,3,22,138,54,25,135,130,2249,6,55,18,1,1,2,2,1.0
2285,71649,2,1,1,1,14,196,54,14,193,187,266,3,20,1,1,1,4,2,1.0
2286,124019,2,1,4,3,4,143,435,4,294,377,878,14,23,1,1,1,3,2,0.0
2287,111632,1,1,1,3,11,183,45,11,181,175,251,4,4,1,1,1,2,2,0.0
2288,6005,2,2,3,3,5,215,469,3,90,64,1284,13,85,5,1,1,4,2,1.0
2289,104250,2,1,3,3,9,77,334,9,75,211,637,3,20,1,2,2,4,3,1.0
2290,149756,2,1,3,3,5,353,11,5,351,327,622,22,57,1,4,2,5,5,1.0
2291,25708,2,1,3,1,6,459,570,6,453,412,2228,3,45,12,1,1,2,3,1.0
2292,105196,1,1,1,3,17,67,74,17,66,68,80,1,1,1,1,1,2,3,0.0
2293,3386,1,1,3,3,6,25,813,6,25,50,2103,3,9,1,1,1,3,3,0.0
2294,64404,1,1,1,3,4,576,1423,4,569,404,4577,1,24,1,1,1,7,2,0.0
2295,116545,2,1,2,3,16,127,123,16,123,120,157,18,184,1,1,1,3,3,1.0
2296,85706,1,1,1,3,9,501,143,9,490,440,5293,7,10,1,1,1,5,2,0.0
2297,8019,1,1,4,1,5,58,64,5,58,59,68,6,6,2,1,1,2,3,0.0
2298,105040,2,1,3,3,5,115,968,5,65,67,2673,25,73,1,1,1,6,5,1.0
2299,136943,2,1,1,3,9,596,393,9,588,505,4253,14,27,5,1,1,3,3,1.0
2300,131251,1,1,4,3,15,44,2100,15,45,44,6833,3,20,8,1,1,2,2,1.0
2301,75140,2,1,3,1,13,122,45,13,118,295,3630,2,2,2,1,1,3,2,1.0
2302,23768,1,1,4,3,24,293,87,23,293,278,461,1,24,1,1,1,3,3,0.0
2303,42884,2,1,4,3,22,154,136,25,152,147,6111,5,66,1,4,2,3,3,1.0
2304,136482,1,1,1,3,1,14,127,1,14,123,163,5,5,6,1,1,5,3,0.0
2305,137996,1,1,3,3,12,161,288,12,174,201,1713,1,1,1,1,1,5,2,0.0
2306,63372,2,1,3,5,25,117,674,24,531,111,1651,31,174,1,1,1,2,3,1.0
2307,100909,1,1,1,3,5,187,1069,5,185,178,5098,12,17,1,1,1,3,2,1.0
2308,60777,2,1,3,3,13,414,241,13,410,379,5382,5,42,1,3,2,3,3,1.0
2309,143226,1,1,1,7,5,406,470,5,435,399,988,1,1,1,1,1,3,3,0.0
2310,106903,1,1,3,3,18,313,142,18,370,299,1053,1,1,1,1,1,5,3,0.0
2311,111280,2,1,3,4,4,143,140,4,313,297,1910,17,72,1,1,1,5,3,0.0
2312,2925,1,1,1,3,3,69,753,3,68,4,1904,4,4,1,1,1,5,2,1.0
2313,43272,1,1,3,3,3,169,13,3,9,9,180,3,9,1,1,1,3,3,0.0
2314,74356,1,1,3,3,13,122,59,13,118,115,150,7,10,1,4,2,3,3,1.0
2315,67642,1,1,1,1,3,69,59,3,68,4,444,9,35,1,1,1,3,3,1.0
2316,120563,1,2,4,3,4,273,140,4,273,465,512,13,6,1,4,2,6,3,1.0
2317,64155,2,1,1,5,5,56,341,5,103,191,2381,3,9,1,1,1,3,3,0.0
2318,21695,2,1,3,3,5,39,11,5,321,303,1244,12,17,1,1,1,2,2,0.0
2319,101402,1,1,3,3,12,192,67,12,49,90,109,21,95,8,3,2,2,2,1.0
2320,67641,1,1,3,3,8,387,34,8,380,354,748,6,6,1,3,2,2,2,1.0
2321,2294,2,1,4,3,5,118,114,5,115,112,145,3,19,1,3,2,4,3,1.0
2322,69965,2,1,2,3,16,625,89,16,624,81,2218,5,5,1,1,1,2,2,1.0
2323,87616,2,1,1,3,1,450,14,1,14,14,14,8,12,3,1,1,3,2,0.0
2324,81409,1,1,3,3,4,489,290,4,480,430,3083,9,76,6,4,2,3,4,1.0
2325,64533,2,1,3,1,11,86,1466,11,84,117,4541,4,4,1,1,1,1,3,1.0
2326,29255,1,1,3,3,8,94,87,8,334,87,720,25,73,6,1,1,3,5,0.0
2327,45280,2,1,3,3,4,37,5,4,37,37,5,12,17,17,1,1,7,3,0.0
2328,116470,1,1,1,3,22,238,19,25,241,229,604,6,6,1,1,1,6,4,0.0
2329,67775,1,1,3,1,13,26,84,13,26,26,115,4,4,14,1,1,2,5,0.0
2330,31086,2,1,3,3,6,561,1312,6,551,310,4028,3,3,1,3,2,4,3,1.0
2331,36916,2,1,1,1,5,365,11,5,364,346,718,22,57,1,1,1,4,5,0.0
2332,11804,2,1,3,3,17,54,84,13,26,26,115,4,4,12,3,2,3,3,1.0
2333,48999,2,1,3,3,13,176,26,13,176,167,2324,10,18,1,1,1,3,2,0.0
2334,31290,1,1,4,3,3,9,49,3,9,9,2635,1,8,6,1,1,3,3,0.0
2335,10628,1,1,1,4,5,435,11,5,424,390,964,11,144,1,4,2,4,5,1.0
2336,94336,2,1,3,4,13,84,45,13,82,220,1793,2,2,1,4,2,3,3,1.0
2337,2718,2,1,3,4,8,16,115,8,16,16,1826,3,19,1,1,1,3,3,0.0
2338,84848,2,1,4,3,21,139,45,21,136,131,3008,12,17,8,1,1,4,3,0.0
2339,140077,2,1,3,3,3,3,552,3,68,4,1229,14,136,1,3,2,3,3,1.0
2340,82460,1,1,3,3,12,23,504,12,23,23,1077,7,10,1,1,1,2,2,0.0
2341,29882,1,1,2,3,14,196,19,14,193,187,3687,3,38,7,1,1,2,2,1.0
2342,77014,1,1,3,3,14,51,54,14,52,52,56,2,15,1,1,1,3,3,0.0
2343,83910,1,1,1,1,5,66,73,5,65,67,606,17,31,1,1,1,4,5,0.0
2344,1560,2,1,3,3,3,62,59,3,398,230,808,9,35,1,3,2,3,2,1.0
2345,46063,1,1,3,3,12,192,124,12,171,48,1501,4,4,1,1,1,4,3,1.0
2346,124210,1,1,3,3,5,346,182,5,344,321,4771,7,10,4,1,1,4,3,1.0
2347,51834,1,1,4,3,12,23,256,12,23,23,438,1,1,1,1,1,5,2,0.0
2348,88773,1,1,3,1,14,46,386,14,436,400,990,3,3,1,1,1,2,3,0.0
2349,63917,2,1,2,2,2,329,52,2,328,336,5000,6,55,1,1,1,1,2,0.0
2350,100962,2,1,4,3,14,197,45,14,47,46,2568,12,186,1,4,2,7,2,1.0
2351,131559,1,1,1,1,7,233,74,7,235,225,1932,7,10,1,1,1,4,2,1.0
2352,140850,2,1,3,3,3,600,4,3,53,53,57,5,66,1,1,1,3,3,0.0
2353,39271,2,1,3,3,17,474,522,17,338,314,1882,30,128,1,1,1,2,2,1.0
2354,5771,1,1,1,1,8,622,194,8,623,354,2971,1,1,1,1,1,3,2,1.0
2355,115808,2,1,2,1,17,137,135,17,134,129,174,12,17,1,2,2,4,5,1.0
2356,136998,2,1,3,1,8,343,689,8,342,318,2089,15,32,1,1,1,3,2,0.0
2357,135671,2,1,1,3,1,322,14,1,323,305,537,6,41,4,1,1,3,2,0.0
2358,56253,2,1,1,3,5,294,77,5,279,266,5021,11,16,1,1,1,2,3,1.0
2359,78037,2,1,3,3,3,9,153,3,9,9,1907,15,32,1,1,1,4,2,0.0
2360,88137,1,1,3,3,5,101,341,5,190,334,2039,9,35,1,1,1,3,3,1.0
2361,13093,1,1,1,3,4,289,130,4,129,125,2707,1,8,1,1,1,2,3,0.0
2362,39853,1,1,3,7,15,344,209,15,223,216,325,7,52,1,1,1,2,2,1.0
2363,8062,1,1,3,3,8,595,34,8,587,36,2315,6,6,1,1,1,3,5,0.0
2364,9155,1,1,3,1,4,347,38,4,345,322,607,6,41,1,3,2,2,3,1.0
2365,41420,2,1,3,3,5,294,1163,5,279,266,3453,4,7,1,1,1,2,3,1.0
2366,115316,1,1,3,1,15,556,30,15,548,268,1831,1,59,1,1,1,3,3,0.0
2367,103274,2,1,1,3,3,278,263,3,276,35,7615,14,136,1,1,1,3,3,0.0
2368,55492,2,1,2,3,8,622,34,8,623,354,3000,12,17,1,4,2,4,3,1.0
2369,39195,2,1,4,3,3,124,44,3,120,54,3355,3,3,1,1,1,4,3,1.0
2370,14196,1,1,3,3,13,134,59,13,131,126,534,1,24,1,1,1,4,3,0.0
2371,130864,1,1,1,3,5,39,11,5,321,303,1244,1,1,1,4,2,2,2,1.0
2372,73540,2,1,3,3,16,355,34,16,354,329,1875,12,17,14,1,1,3,2,1.0
2373,58696,1,1,3,1,19,443,232,19,437,300,1073,6,6,1,1,1,3,2,0.0
2374,141155,2,1,1,3,8,245,37,8,247,237,631,20,51,1,1,1,7,3,0.0
2375,37119,2,1,3,3,5,151,1721,5,149,144,5511,3,3,1,1,1,3,3,0.0
2376,101906,1,1,3,4,12,48,161,12,268,48,224,17,31,1,1,1,3,5,1.0
2377,3931,1,1,3,5,13,414,59,13,410,379,882,9,35,1,1,1,2,3,0.0
2378,131336,2,1,3,5,9,218,114,9,216,209,773,3,19,1,1,1,2,2,0.0
2379,334,1,1,4,3,9,77,205,9,75,211,317,5,42,1,3,2,3,5,1.0
2380,148690,1,1,3,7,15,173,122,15,170,429,3532,1,1,1,3,2,3,3,1.0
2381,133906,2,1,1,3,5,406,1373,5,435,399,5624,6,6,1,1,1,2,3,1.0
2382,122769,1,1,1,1,8,315,197,8,209,157,300,3,9,1,1,1,2,3,0.0
2383,81927,1,1,4,3,14,196,54,14,193,187,266,1,1,1,1,1,4,2,0.0
2384,70467,1,1,3,1,5,120,99,5,117,91,147,1,24,1,1,1,2,2,1.0
2385,10730,2,1,1,1,6,542,10,6,534,172,4136,15,32,1,1,1,4,3,0.0
2386,63848,1,1,1,3,16,100,34,16,96,94,1603,1,1,1,1,1,3,2,1.0
2387,147349,1,1,1,3,8,149,310,8,147,179,594,1,1,1,1,1,3,2,0.0
2388,24427,1,1,3,3,25,515,59,24,500,111,1439,1,24,1,1,1,5,2,0.0
2389,122515,1,1,3,3,7,624,728,7,514,458,4992,1,1,1,1,1,5,2,1.0
2390,115856,2,2,3,1,6,83,442,6,81,192,4939,13,7,1,1,1,7,2,1.0
2391,32985,1,1,4,7,15,45,496,15,46,45,1544,7,47,1,1,1,4,5,0.0
2392,110593,2,1,1,3,6,8,13,6,8,8,7159,4,4,1,1,1,3,2,0.0
2393,86835,1,1,3,3,5,187,126,5,185,178,2288,3,9,1,1,1,3,5,1.0
2394,140013,2,1,3,4,7,13,332,7,126,13,2111,4,4,1,1,1,3,3,0.0
2395,132734,1,1,4,1,4,526,336,4,519,460,642,1,59,1,1,1,5,2,0.0
2396,63301,2,1,3,3,14,200,45,14,196,438,3036,18,37,12,1,1,2,5,0.0
2397,15386,1,1,3,3,8,90,141,8,88,87,186,11,30,1,3,2,3,5,1.0
2398,28520,1,1,1,1,11,141,59,11,138,134,179,7,10,1,1,1,2,3,1.0
2399,62777,1,1,3,7,6,25,430,6,25,50,6090,7,11,1,1,1,3,2,0.0
2400,96465,1,1,1,3,1,182,79,1,14,73,87,9,35,1,3,2,3,3,1.0
2401,121951,1,1,4,3,4,185,498,4,183,404,3010,8,172,1,1,1,2,3,0.0
2402,144797,2,1,3,1,3,52,4,3,53,53,57,4,70,1,2,2,4,3,1.0
2403,98026,1,1,4,3,14,513,47,14,47,46,48,1,24,8,1,1,3,3,0.0
2404,40562,1,1,3,1,20,533,538,20,525,161,1467,16,178,1,1,1,3,3,1.0
2405,1072,2,1,1,4,1,190,14,1,14,123,424,22,91,16,1,1,3,4,0.0
2406,86739,1,1,1,1,8,335,459,8,334,87,2057,4,4,1,3,2,3,3,1.0
2407,98189,2,1,1,3,17,591,74,17,581,470,2222,3,20,1,1,1,3,3,0.0
2408,23624,1,1,3,3,6,17,343,6,189,183,656,4,4,1,1,1,3,3,0.0
2409,86432,2,1,4,1,15,485,87,15,477,429,1222,3,38,1,1,1,3,2,0.0
2410,57385,1,1,3,3,3,9,13,3,9,9,3565,8,28,1,1,1,3,3,0.0
2411,74019,1,1,3,3,14,513,579,14,455,414,1888,1,1,2,1,1,2,2,1.0
2412,67446,1,1,3,3,5,157,168,3,357,35,1327,1,24,1,1,1,3,2,0.0
2413,105283,2,1,1,3,23,81,84,22,79,80,95,11,30,1,1,1,3,5,0.0
2414,74579,1,1,1,3,21,102,803,21,98,96,7368,1,24,2,1,1,3,2,0.0
2415,26020,2,1,3,3,6,83,1028,6,81,192,2910,3,9,1,3,2,3,3,1.0
2416,91611,2,1,1,1,18,632,142,18,596,364,2483,12,17,1,1,1,3,5,1.0
2417,45476,2,1,3,3,13,421,45,13,414,428,1367,10,105,1,1,1,7,2,0.0
2418,146020,1,1,1,3,8,220,1419,8,218,85,4411,4,7,1,1,1,3,2,0.0
2419,337,2,1,1,1,24,222,87,23,220,213,319,22,57,1,1,1,4,4,1.0
2420,21381,1,1,2,1,22,119,54,1,622,231,2953,3,38,1,2,2,1,2,1.0
2421,26713,2,1,4,3,1,428,45,1,430,394,1760,18,37,8,4,2,3,3,1.0
2422,48770,2,1,3,3,16,396,123,16,396,120,1206,2,15,1,1,1,2,2,1.0
2423,44871,1,1,3,3,8,276,90,8,269,258,481,2,68,1,1,1,5,2,0.0
2424,30760,1,1,1,1,10,20,20,10,20,20,20,1,1,9,1,1,4,2,1.0
2425,31231,2,1,1,1,5,435,1693,5,424,390,5393,4,7,1,1,1,3,3,0.0
2426,84549,1,1,1,3,1,182,14,1,484,73,1353,5,48,1,1,1,2,3,1.0
2427,85720,1,1,4,3,24,463,109,23,508,453,2925,21,111,6,1,1,4,3,1.0
2428,129101,2,1,3,3,5,120,461,5,117,91,2101,3,9,6,1,1,3,3,1.0
2429,143623,1,1,1,1,19,390,67,19,385,356,141,7,62,1,1,1,7,2,1.0
2430,137927,1,1,1,5,5,56,507,5,103,191,1083,5,22,1,1,1,3,3,0.0
2431,23654,1,1,1,5,4,234,498,4,236,226,2997,1,24,1,1,1,4,2,0.0
2432,107184,1,1,3,1,22,361,259,25,572,496,4050,1,24,1,1,1,7,2,0.0
2433,83714,1,1,3,1,5,294,481,5,279,266,6411,1,24,1,1,1,7,3,1.0
2434,147752,1,1,1,3,1,629,151,1,14,14,666,5,42,1,1,1,3,5,1.0
2435,71435,1,1,3,3,13,176,26,13,176,481,2029,10,65,1,1,1,2,2,0.0
2436,94925,2,1,4,1,14,425,45,14,585,424,3422,4,7,1,1,1,3,2,1.0
2437,93930,2,1,1,4,23,555,213,22,547,80,5258,3,9,1,1,1,5,3,1.0
2438,78719,1,1,3,4,4,514,19,4,352,328,624,1,24,1,1,1,3,3,0.0
2439,93204,2,1,3,3,11,448,45,11,442,452,1476,19,46,3,1,1,3,2,0.0
2440,89419,1,1,3,3,19,348,701,19,361,93,2328,8,28,2,1,1,3,3,0.0
2441,33060,1,1,3,3,25,539,40,24,500,111,2663,1,1,1,1,1,4,2,1.0
2442,39008,1,1,1,3,22,174,136,25,248,238,364,3,9,2,1,1,2,3,0.0
2443,39238,2,1,1,4,14,374,247,14,325,309,548,3,9,1,4,2,2,3,1.0
2444,111885,2,1,1,3,21,517,2125,21,452,411,6903,22,57,5,1,1,4,4,1.0
2445,5605,1,1,3,3,17,67,74,17,66,68,80,1,1,1,1,1,3,3,0.0
2446,10599,1,1,1,3,6,8,33,6,8,8,2422,9,36,1,1,1,3,2,1.0
2447,92436,1,1,1,1,8,149,639,8,147,142,7537,7,10,1,1,1,2,3,1.0
2448,9379,2,1,1,3,8,300,397,8,301,89,1622,4,7,1,1,1,3,2,1.0
2449,147278,1,1,1,1,16,334,135,16,333,255,1878,7,11,1,1,1,4,2,1.0
2450,108082,2,1,4,3,11,108,59,11,105,102,925,12,17,1,1,1,3,2,0.0
2451,16984,2,1,1,3,8,87,34,8,85,74,101,3,9,1,4,2,3,3,1.0
2452,113839,2,1,3,5,20,61,758,20,61,62,1917,3,9,1,1,1,3,2,0.0
2453,117336,1,1,4,1,5,118,59,5,179,171,708,4,4,1,1,1,3,6,0.0
2454,80042,1,1,1,3,12,23,67,12,23,23,114,1,1,1,1,1,3,2,1.0
2455,31713,2,1,3,5,13,134,59,13,131,126,534,11,30,1,4,2,3,5,1.0
2456,87331,2,1,3,1,31,608,918,31,583,316,2491,5,5,1,1,1,3,3,1.0
2457,86226,2,1,3,5,9,18,19,9,18,18,1114,6,6,1,1,1,3,4,1.0
2458,125112,2,1,3,4,15,107,104,15,104,101,130,12,17,6,1,1,4,2,0.0
2459,92760,1,1,1,1,3,52,67,5,39,162,223,1,1,1,1,1,3,2,1.0
2460,112005,1,1,2,1,16,334,135,16,333,255,1878,7,11,1,1,1,4,3,1.0
2461,98628,1,1,3,3,3,6,1586,3,6,6,4968,11,30,1,1,1,3,5,0.0
2462,70226,2,1,1,1,9,501,38,9,490,440,1338,14,27,1,4,2,3,3,1.0
2463,131553,1,1,3,3,12,97,611,7,13,13,1410,25,73,1,3,2,2,5,1.0
2464,114463,1,1,4,7,15,207,67,15,239,186,3642,3,9,1,1,1,4,3,0.0
2465,75587,1,1,3,3,28,217,681,28,215,208,5993,6,6,1,1,1,2,2,1.0
2466,33362,2,1,3,3,5,43,539,5,44,43,1196,4,7,1,1,1,3,2,1.0
2467,37242,2,1,3,3,8,245,11,8,247,237,832,3,39,1,1,1,2,5,0.0
2468,43886,2,1,3,3,6,212,207,6,208,202,1794,3,9,1,1,1,4,3,1.0
2469,11057,1,1,1,1,5,475,30,5,467,419,1158,1,59,1,1,1,5,3,0.0
2470,97953,1,1,1,1,8,36,38,8,36,15,892,5,48,1,1,1,2,3,1.0
2471,103760,1,1,4,3,6,8,13,6,8,8,4592,10,25,1,1,1,1,2,0.0
2472,52337,1,1,1,1,14,46,221,14,436,400,3293,17,72,1,1,1,3,2,1.0
2473,145332,1,1,3,1,7,523,12,7,281,225,4206,1,1,1,3,2,7,2,1.0
2474,46120,2,1,1,5,22,154,19,25,152,147,198,3,9,1,1,1,3,5,1.0
2475,39961,2,1,3,4,7,13,332,7,126,13,2111,4,4,1,1,1,3,3,0.0
2476,148440,2,1,3,5,4,231,792,4,401,369,2020,4,7,1,1,1,2,2,0.0
2477,86619,1,1,3,5,9,162,167,9,159,153,2418,1,1,5,1,1,2,3,0.0
2478,106054,1,1,3,3,14,311,54,14,455,414,1632,7,47,1,1,1,4,3,0.0
2479,25830,1,1,3,3,6,83,63,3,4,4,67,3,9,1,3,2,4,3,1.0
2480,20042,1,1,1,3,1,190,212,1,188,182,2986,1,1,1,1,1,5,2,0.0
2481,142270,2,1,3,7,15,173,112,15,101,98,143,24,67,1,4,2,2,2,1.0
2482,37622,1,1,3,7,15,173,102,15,101,98,126,11,30,1,1,1,3,5,1.0
2483,102075,1,1,1,3,12,161,130,12,174,201,1818,1,1,1,4,2,4,2,1.0
2484,28081,1,1,3,1,19,390,432,19,385,356,5310,1,177,1,3,2,5,3,1.0
2485,56767,2,1,1,5,3,133,4,3,130,64,425,9,21,1,1,1,4,3,1.0
2486,33798,1,1,3,4,4,380,140,4,480,430,512,7,10,1,1,1,3,3,0.0
2487,132742,2,1,1,1,5,157,11,5,155,150,202,4,4,1,2,2,3,3,1.0
2488,129638,1,1,1,3,23,194,183,22,191,185,264,1,1,1,1,1,6,3,1.0
2489,75614,1,1,3,3,8,80,34,8,78,79,295,11,16,1,1,1,4,5,0.0
2490,78862,1,2,3,5,20,354,467,20,353,107,4567,13,8,1,1,1,3,3,1.0
2491,34788,1,1,3,5,18,441,553,18,539,398,1232,31,157,1,1,1,4,3,1.0
2492,73732,2,1,1,1,22,121,14,25,356,332,1477,22,91,1,1,1,3,5,0.0
2493,14773,2,1,1,3,1,72,54,1,198,72,729,3,9,1,1,1,2,2,1.0
2494,57973,2,1,4,4,22,153,136,25,151,243,881,5,5,1,1,1,2,3,0.0
2495,8807,2,1,3,1,13,189,59,13,187,384,930,14,27,1,4,2,4,3,1.0
2496,29639,1,1,3,3,24,284,87,23,283,269,436,1,24,1,1,1,4,2,1.0
2497,1800,2,1,3,3,3,6,68,3,6,6,1331,3,9,1,1,1,4,3,0.0
2498,53573,1,1,3,5,20,533,1300,20,525,161,5690,6,6,1,3,2,3,3,1.0
2499,20771,2,1,1,3,11,383,54,11,377,351,3224,4,4,1,1,1,2,3,0.0
2500,116902,2,1,1,3,18,313,142,18,370,299,1053,12,17,1,1,1,5,2,0.0
2501,116045,1,1,4,3,8,206,278,8,203,196,4751,17,31,1,1,1,3,5,0.0
2502,19030,1,1,1,4,3,6,436,3,6,6,4249,1,1,1,1,1,6,2,0.0
2503,82720,1,1,3,4,5,193,564,5,367,342,2272,4,7,5,1,1,3,3,1.0
2504,55697,1,1,3,3,7,366,45,7,281,225,822,7,10,7,1,1,4,2,0.0
2505,146463,1,1,3,3,5,58,461,5,58,59,967,3,9,6,1,1,3,3,1.0
2506,64042,2,1,3,1,22,119,87,25,116,132,401,2,60,1,1,1,2,2,0.0
2507,110871,1,1,1,3,14,374,26,14,325,309,2581,10,50,1,1,1,3,5,1.0
2508,29680,1,1,3,3,3,169,256,3,167,3,438,6,6,1,1,1,3,3,0.0
2509,93310,1,1,1,3,8,206,208,8,203,196,564,7,10,1,1,1,3,3,0.0
2510,134925,2,1,4,1,24,463,816,23,508,105,6984,17,31,1,1,1,3,3,1.0
2511,140474,1,1,3,3,20,266,200,20,238,107,2220,7,11,1,1,1,6,2,0.0
2512,111472,1,1,1,3,5,409,73,5,405,373,2231,1,1,1,1,1,3,3,1.0
2513,60130,1,1,4,7,15,344,117,15,223,216,5452,3,45,1,1,1,4,3,0.0
2514,74642,1,1,1,5,3,133,497,3,90,64,6273,1,1,1,1,1,3,2,1.0
2515,11016,1,1,3,3,5,144,21,5,142,138,4181,3,9,2,1,1,3,3,1.0
2516,30607,1,1,3,4,12,192,23,12,171,48,3866,1,1,1,1,1,3,2,1.0
2517,111331,2,1,1,3,5,42,45,7,235,225,3739,2,2,1,1,1,3,2,0.0
2518,61526,1,1,4,3,4,367,282,4,183,176,1641,7,11,1,1,1,3,2,0.0
2519,124126,1,1,4,3,22,153,149,25,151,146,197,9,35,1,1,1,3,3,0.0
2520,59646,2,1,3,1,13,76,59,13,74,180,2099,3,9,1,1,1,3,5,0.0
2521,122357,2,1,1,1,8,315,65,8,209,157,516,3,38,1,1,2,3,2,1.0
2522,90116,2,1,2,3,6,358,99,6,358,412,782,3,9,1,1,1,2,3,1.0
2523,130832,1,1,4,7,15,485,159,15,477,429,4246,1,1,1,1,1,5,3,0.0
2524,54131,1,1,4,3,5,101,409,5,190,334,2431,17,96,1,3,2,4,3,1.0
2525,46450,1,1,1,3,9,232,19,9,299,283,2014,6,6,1,3,2,7,3,1.0
2526,115477,1,1,1,3,5,359,408,5,359,333,4519,3,9,1,1,1,3,2,0.0
2527,147286,2,1,3,3,4,473,691,4,352,522,4201,3,9,1,3,2,3,3,1.0
2528,94008,1,1,1,3,4,312,282,4,313,297,508,1,1,1,1,1,4,3,0.0
2529,145865,1,1,2,1,8,488,54,8,479,354,5905,1,1,1,2,2,2,3,1.0
2530,14942,1,1,3,3,9,415,437,9,411,380,884,7,47,1,1,1,5,3,1.0
2531,99030,1,1,3,1,13,134,59,13,51,194,843,1,24,1,1,1,4,2,1.0
2532,71772,1,1,3,3,5,365,341,5,364,375,1374,1,8,1,1,1,2,2,1.0
2533,10556,2,1,1,3,5,201,735,5,197,190,4092,3,9,1,1,1,3,5,1.0
2534,137078,1,1,3,3,9,19,169,9,304,381,743,21,53,1,1,1,2,3,1.0
2535,7923,1,1,2,6,19,582,237,19,574,300,388,1,8,1,2,2,5,2,1.0
2536,75674,2,1,3,3,8,205,783,8,502,33,1997,20,158,1,1,1,3,3,1.0
2537,103753,2,1,3,1,16,49,34,16,50,49,1442,12,17,1,4,2,3,2,1.0
2538,5549,1,1,3,1,25,117,59,24,114,111,2907,7,10,1,1,1,4,3,0.0
2539,90713,2,1,4,3,5,75,61,5,73,75,89,5,48,8,1,1,4,3,0.0
2540,39478,2,1,3,3,20,266,200,20,238,174,6587,24,67,1,1,1,3,2,1.0
2541,78976,2,1,3,1,5,109,67,5,107,104,141,3,38,1,2,2,5,2,1.0
2542,47548,1,1,3,3,20,202,399,20,199,174,2224,9,35,1,1,1,3,3,0.0
2543,3991,1,1,4,7,15,173,890,15,170,429,2361,16,159,1,1,1,3,2,0.0
2544,3240,1,1,4,3,13,122,796,13,82,115,2030,3,3,1,1,1,4,4,0.0
2545,108392,2,1,3,3,8,498,1293,8,231,222,3963,9,21,1,1,1,3,5,0.0
2546,86194,1,1,2,3,17,303,935,17,305,288,2550,4,7,1,1,1,4,2,0.0
2547,39869,2,1,4,3,11,95,852,11,92,92,3562,12,17,1,1,1,3,3,1.0
2548,50648,1,1,3,8,12,161,1077,12,174,201,3114,6,6,1,2,2,3,3,1.0
2549,3634,1,1,2,1,16,219,851,16,487,210,2216,5,5,1,1,1,2,3,1.0
2550,70951,2,1,1,5,23,368,729,22,251,360,7320,2,15,1,1,1,3,3,0.0
2551,149652,2,1,3,3,8,587,11,8,275,60,421,9,13,1,1,1,3,3,0.0
2552,107131,2,2,1,1,5,165,586,5,163,158,2952,13,103,1,1,1,5,3,1.0
2553,130969,1,1,1,3,11,244,54,11,246,273,451,3,9,2,1,1,3,3,1.0
2554,82908,1,1,1,3,8,276,90,8,269,258,926,4,4,1,1,1,4,2,1.0
2555,45508,1,1,3,3,3,133,283,3,90,64,2975,6,6,1,1,1,1,2,1.0
2556,72753,2,1,3,3,6,104,75,6,382,25,4321,9,43,1,3,2,3,2,1.0
2557,70429,2,1,3,3,13,122,279,13,118,295,502,22,91,16,3,2,3,3,1.0
2558,28644,1,1,1,1,5,75,61,5,219,212,318,4,7,1,2,2,3,3,1.0
2559,856,1,1,4,3,12,192,379,12,49,48,737,5,66,1,1,1,3,2,1.0
2560,66102,2,1,4,3,12,30,59,12,158,48,399,17,90,1,4,2,4,3,1.0
2561,43557,1,1,3,3,9,568,61,9,84,117,166,8,28,1,1,1,2,3,1.0
2562,74460,1,1,3,7,7,366,45,7,281,225,822,4,7,12,4,2,2,2,1.0
2563,81690,1,1,3,3,24,519,19,23,503,451,1454,1,59,1,1,1,4,2,1.0
